"","OPC","AV"
"1107",20,0.882559768300722
"1114",9,0.451779456031379
"1123",7,0.330663675006671
"1124",18,0.685620917668922
"1125",29,1.16405980064028
"1126",19,0.434979323455013
"1127",8,0.321256258743433
"1128",26,1.03948279561986
"1129",15,0.731370514607924
"1130",50,1.80535819199531
"1131",23,0.843481624772744
"1132",12,0.418162204238365
"1133",9,0.463932177365412
"1134",8,0.473684523326019
"1135",20,0.517541446063541
"1136",17,0.347537934716673
"1137",10,0.446636673497591
"1138",16,0.896315288890163
"1139",13,0.629443265554081
"1140",13,0.407592184480147
"1141",29,0.681424649558001
"1142",10,0.838078370305366
"1143",40,1.20744502629871
"1144",18,1.03273176245602
"1145",5,0.35550938547276
"1157",14,0.407148190037742
"1165",22,0.536066439109345
"1188",37,0.842034688322138
"1189",11,0.33726693579374
"1190",24,0.989842696018926
"1191",35,1.27753412563401
"1192",7,0.355717710067718
"1193",25,0.594502807593602
"1194",8,0.30073505962285
"1195",10,0.358187214966434
"1196",6,0.326810624376151
"1197",132,1.73505574083976
"1198",11,0.506118180566594
"1199",16,0.526972492376685
"1200",12,0.741987900476219
"1201",26,1.38087959774595
"1202",48,0.740152949814588
"1204",27,0.434068801668145
"1205",30,1.54035522016026
"1206",10,0.35634720152557
"1207",17,0.316361591204397
"1208",15,0.673280795187134
"1209",7,0.345417993423534
"1210",8,0.4379252751777
"1212",102,1.65423996602515
"1213",21,0.320801731368373
"1214",30,0.516082321359998
"1215",11,0.414139979327154
"1216",28,0.566680403786808
"1217",14,0.844877095977591
"1218",128,1.13207520346111
"1220",23,0.795979006283721
"1253",10,0.4287260516464
"1263",6,0.354878068926075
"1266",10,0.591366160463965
"1341",4,0.304735045489444
"1447",6,0.447939545065394
"1486",19,0.631295183656768
"1488",14,0.412337302889779
"1489",47,1.00972569291524
"1490",13,0.573333847168518
"1491",11,0.35092696155958
"1492",26,1.02624209778634
"1493",35,1.3517119838005
"1494",22,0.642060209414595
"1495",7,0.47418005342848
"1496",13,0.864775763791803
"1497",10,0.406811692629918
"1498",75,1.64223969271692
"1499",33,1.41790631089853
"1500",15,0.325865198946092
"1501",18,0.727946638713432
"1502",25,0.683148347111137
"1503",27,1.12407743263543
"1504",50,1.42969512620289
"1505",76,2.08342777900706
"1506",148,1.95521542725478
"1507",25,0.634960789749821
"1558",13,0.667990649630729
"1559",11,0.432446401306705
"1560",46,1.32573881880784
"1561",42,0.604517044359573
"1562",12,0.41745407336849
"1563",33,1.47944017457832
"1564",33,0.871064779573648
"1565",41,0.869158161431791
"1566",16,0.778721464825664
"1567",35,0.550467436624605
"1568",17,0.58301392026511
"1570",42,0.675193771489522
"1571",40,0.687690517636801
"1572",26,1.06654749000121
"1573",13,0.531158523149814
"1574",61,1.38573850649304
"1575",9,0.588288202948357
"1576",38,0.856704956614937
"1577",13,0.390858736143396
"1578",19,0.428966706058866
"1579",50,1.42069936867827
"1580",21,0.787775382689318
"1581",21,1.00915836687599
"1582",20,0.736038068408357
"1584",77,0.929508359522136
"1585",13,0.400908274587515
"1586",24,0.665269440395894
"1587",24,0.689289246193384
"1589",12,0.562628871967825
"1590",17,0.69860481895522
"1591",14,0.55340062350185
"1592",35,0.979266406400694
"1593",30,1.06915577568705
"1594",17,0.412992174740927
"1595",32,1.0215234096738
"1596",28,0.640053378729528
"1597",13,0.367519043140918
"1598",18,0.586640711954462
"1599",22,0.770861061362167
"1600",16,0.459711433647219
"1601",16,1.21039155505085
"1602",28,1.06053343960249
"1603",18,0.49436856973347
"1606",69,1.52365187250249
"1607",10,0.602974217849295
"1609",9,0.380540124735789
"1610",43,1.0881196581442
"1611",22,1.20169997756303
"1612",11,0.47406671880512
"1613",33,1.059096076357
"1614",13,0.41375302616357
"1615",26,0.800831645346465
"1616",71,1.13226204008832
"1617",52,1.18345610119116
"1618",15,0.65972647669856
"1620",12,0.35961673494491
"1622",18,0.794763861676523
"1628",16,0.727018755745945
"1659",55,1.1407975642641
"1660",44,0.72166477812536
"1661",31,0.770590614323698
"1662",12,0.553327786260724
"1663",22,0.857540205483865
"1664",79,1.53248558594383
"1665",21,0.816620651521581
"1666",54,1.73837425308196
"1668",14,0.437402886116159
"1669",28,1.41209619460777
"1670",25,1.15383447180415
"1672",22,0.743159058942051
"1673",79,1.31673351786055
"1674",14,0.499791006321953
"1675",13,0.407952269228009
"1677",18,0.429599883328631
"1678",33,1.48068247055948
"1679",11,0.71285334824432
"1680",6,0.314258768436629
"1681",27,0.785594007021428
"1682",33,0.705120006667807
"1683",24,1.04147559856258
"1684",26,1.41737807507975
"1685",52,0.711438087506012
"1686",24,0.800380636488909
"1688",28,0.432438738049008
"1689",14,0.689933773386581
"1690",47,0.808184990350214
"1691",15,0.74517325541007
"1692",25,0.831435139669773
"1693",20,0.880956063202073
"1694",19,0.414405132563763
"1695",15,0.551251936923966
"1696",11,0.35542568674321
"1697",13,0.484682209735186
"1698",9,0.528256955567269
"1699",23,1.08324182222075
"1700",27,0.611255690513467
"1701",9,0.562459295347809
"1702",9,0.319337503454973
"1703",23,1.00751904999066
"1704",13,0.616046934831885
"1706",22,0.707268882044604
"1707",44,0.925359301762241
"1708",14,0.832979633902198
"1709",16,0.40208476696803
"1711",48,1.10803961555718
"1712",24,0.628304428950868
"1713",18,0.448139377111212
"1714",22,0.490856100089651
"1715",24,1.40265586927474
"1716",36,0.957368716573457
"1717",78,0.760037687559961
"1718",20,0.707969518933737
"1719",8,0.33543122734967
"1720",45,1.18760242383216
"1721",12,0.319527001993525
"1722",23,0.719339677853743
"1723",25,1.25622652853389
"1724",65,1.59763136200861
"1725",26,0.548508393932414
"1726",10,0.57209532369781
"1728",10,0.475128269902954
"1729",26,0.591586684508623
"1730",8,0.406306353886928
"1731",15,0.57369054122444
"1774",39,0.726303981188183
"1776",31,0.685280087262663
"1777",24,0.545420226519154
"1778",30,0.781895782602928
"1779",14,0.453377790823848
"1780",26,0.744402040620542
"1781",34,1.26708232035067
"1782",8,0.341991292323513
"1783",22,0.746846206556307
"1784",35,0.652297093894082
"1785",72,1.5103413536072
"1786",22,0.315830590700539
"1787",6,0.340794281491518
"1788",7,0.306705827211641
"1789",36,1.03352837190064
"1790",18,0.708218331288788
"1791",9,0.400808119983477
"1792",32,0.504793683418101
"1793",20,0.828000309566102
"1794",52,1.39774095108002
"1795",13,0.342071947504944
"1796",52,0.504087459549823
"1797",39,1.13113015670028
"1798",19,0.966652412555927
"1799",9,0.368713544892676
"1800",45,1.07523390888364
"1801",49,1.39304136581151
"1802",29,1.3916403146349
"1803",6,0.573387445285825
"1804",28,0.678491549515354
"1805",7,0.512985442184117
"1806",50,1.12984120363068
"1807",8,0.377474907556878
"1808",8,0.392783010490817
"1809",30,0.860338376536303
"1810",9,0.322323200113974
"1812",24,0.474691075921248
"1814",58,1.48757795959373
"1815",10,0.551263769053491
"1816",28,0.677684142383252
"1817",28,1.01307945261971
"1818",12,0.604825545879889
"1819",39,0.417267522380384
"1830",14,0.551478137495555
"1831",6,0.35453479132061
"1832",12,0.785477071516625
"1833",24,0.680071573119838
"1834",13,1.01800360511485
"1835",18,0.478501257527591
"1836",41,1.01996524599101
"1837",7,0.43010482803488
"1838",29,0.977018302838405
"1839",14,0.688651850531166
"1840",10,0.332749715464887
"1841",52,0.36666986277056
"1842",8,0.429276918202896
"1843",16,0.885721157625
"1844",40,1.7881079454387
"1845",33,1.19724573530991
"1846",18,0.37065544794456
"1847",19,0.621337504010449
"1848",20,1.13879480621584
"1904",8,0.399569305341519
"1913",20,0.617962376631145
"1921",10,0.607924831061352
"1923",7,0.347449312017673
"1927",19,0.397294998732926
"1934",22,0.707655484685893
"1935",26,0.463879584680481
"1936",19,0.749759570500815
"1937",10,0.385224311576092
"1938",59,1.26912523206012
"1939",16,0.558268435113203
"1940",12,0.477674299539083
"1941",6,0.457132390568386
"1942",23,0.73214326413671
"1943",28,0.8713365275962
"1944",19,0.4223531293393
"1945",28,0.714823425633578
"1946",8,0.422248719402106
"1947",42,1.20547829704137
"1949",33,0.626156701071314
"1950",57,0.894662266467293
"1951",23,0.488231885471618
"1985",42,0.989242615217383
"1986",32,1.4130594380274
"1987",44,0.85822966420253
"1989",19,1.19777809039307
"1990",87,0.930218426309018
"1991",10,0.385767875920168
"1992",91,1.58903054179364
"1993",35,0.587086358888168
"1994",23,0.425022191686188
"1995",20,0.825752618972915
"1996",15,0.999622669736979
"1997",15,0.899138462934233
"1998",63,0.998621564377452
"1999",35,1.15717307277327
"2000",8,0.53705154288304
"2001",27,0.382585918805138
"2002",43,1.50761532879822
"2005",87,1.76792831412346
"2006",38,0.932951124048472
"2007",29,1.15185935919534
"2008",11,0.556746201582006
"2009",47,0.711953982828243
"2011",44,1.01749430485099
"2012",16,0.35792935710876
"2013",10,0.629903132233597
"2014",20,0.711367157930574
"2015",39,1.14904477569794
"2016",41,1.13737331413931
"2017",73,1.05274588077082
"2019",21,0.576963249907979
"2020",16,0.510875822168576
"2021",18,0.824410452978057
"2022",38,0.918741293631083
"2023",41,0.568260525440747
"2024",10,0.385538701804122
"2025",32,0.929560308205332
"2026",29,1.17716129696916
"2027",73,1.55412057132368
"2028",18,0.846819886244987
"2029",14,0.875831493367376
"2055",8,0.365541227749251
"2071",29,0.498522038318893
"2104",18,0.329829662361182
"2212",17,1.02733277175491
"2258",12,1.09383626992264
"2316",5,0.369771876604707
"2319",20,0.450801555792307
"2320",9,0.425949685744532
"2322",6,0.474833507644161
"2323",23,0.729732588803808
"2325",47,1.13524381247573
"2326",36,1.04588472087855
"2327",36,0.900013799002866
"2328",8,0.444873589701681
"2329",38,1.11698227762389
"2330",15,0.658870063641373
"2332",11,0.617279028492817
"2334",13,0.728218622012213
"2336",10,0.538451978754966
"2380",80,1.5010154928704
"2381",49,0.407914405595807
"2382",34,1.07379889668008
"2383",92,0.872009297360164
"2384",12,0.555507371102635
"2385",8,0.535971672373007
"2386",9,0.475989965647061
"2387",42,0.958941307842225
"2388",24,0.560933904364908
"2392",10,0.56837508380019
"2393",7,0.394723569721163
"2394",55,1.06504074360642
"2395",16,0.514262768875147
"2396",21,1.02690416102314
"2397",18,1.14281777980499
"2398",16,1.06270183783298
"2399",11,0.399579230250866
"2400",50,1.06528528274456
"2401",26,0.492751597077541
"2402",25,1.08902135160002
"2403",9,0.680879578925275
"2406",57,1.34520914532032
"2407",7,0.312132220808554
"2408",41,0.838308800205854
"2409",19,0.623363539105639
"2410",65,1.49234682097898
"2411",12,0.520824383389451
"2412",8,0.39502673296126
"2416",8,0.300177750259276
"2418",16,0.519385975927116
"2419",44,1.17749780751505
"2420",22,0.826149534116972
"2422",15,0.465526578423041
"2423",10,0.455210313640055
"2424",49,0.801068234596733
"2425",12,0.350966020703552
"2426",26,0.838384747455005
"2427",12,0.358095606905982
"2428",7,0.370076551395374
"2429",12,0.765834810208138
"2430",20,0.585038013418055
"2432",21,0.630197853040948
"2433",9,0.524493719149638
"2434",49,1.46336878678581
"2435",12,0.780676799828235
"2437",53,1.36816142402506
"2454",10,0.503710966787093
"2464",12,0.544038716156645
"2476",28,1.15240459753107
"2494",68,1.61549075060544
"2495",27,1.12670934478729
"2507",43,0.419652439639289
"2512",49,1.37937270241206
"2519",8,0.422802080814583
"2523",37,1.32745874550902
"2528",8,0.374896137213746
"2529",7,0.369462160895055
"2533",67,1.56901375744741
"2535",19,0.841762206116504
"2540",12,0.619653997649051
"2544",29,0.9879315037783
"2546",21,0.754007524773254
"2548",9,0.300615529102967
"2549",12,0.517808282887535
"2587",8,0.468515364769336
"2588",10,0.678655947375956
"2592",14,0.639152503862721
"2600",17,0.491736583573564
"2602",28,0.853459062807788
"2606",36,0.547541344993898
"2607",16,0.549186475346889
"2608",15,0.900553924297696
"2617",17,0.666447054454722
"2628",13,0.665025897264949
"2634",19,0.667567718346332
"2636",15,0.819160601176724
"2638",16,0.452346785190539
"2640",18,0.670577179348841
"2652",20,0.975506043947999
"2653",22,0.901186861819343
"2654",13,0.395845862896759
"2655",6,0.338352327203195
"2658",19,1.13105617062088
"2659",30,0.765212626177195
"2663",8,0.355274683341542
"2681",11,0.464766219598029
"2686",19,1.21594768273604
"2712",157,2.30910996347148
"2713",60,1.17011573895357
"2714",6,0.417621244684538
"2715",17,0.455558007617919
"2717",16,0.730296243390105
"2718",17,0.555789850721604
"2719",12,0.471497244308552
"2720",12,0.651731003801603
"2721",12,0.551475647737377
"2722",35,1.07505582859251
"2723",24,0.794328876646572
"2724",43,1.39789558723763
"2725",21,0.647700412715812
"2726",15,0.433612286889489
"2727",11,0.588439917375154
"2728",30,1.18501106004005
"2729",40,0.595189794692804
"2730",9,0.509274705857102
"2731",27,0.895172303937352
"2732",20,0.584015313636183
"2733",23,0.345059982841312
"2734",14,0.514245159353422
"2735",5,0.450800745609607
"2736",42,1.16519241467639
"2737",18,0.61054361336593
"2738",28,0.7780004473971
"2739",14,0.639318587462627
"2740",11,0.375524633047095
"2741",15,0.651807018586758
"2742",19,0.634533513598166
"2743",32,0.395201405494036
"2744",18,0.430296508335763
"2745",31,0.966657033023736
"2746",18,0.653688682548832
"2747",27,0.75641051620841
"2748",13,0.560311190168069
"2749",17,0.374729386665576
"2750",33,0.72980202743994
"2751",71,1.21543307718845
"2752",27,0.541969677093981
"2753",11,0.339520108900712
"2754",42,1.00255696321498
"2755",8,0.417175563287603
"2756",11,0.467726970928791
"2757",8,0.312331570442169
"2758",7,0.51080929567884
"2759",13,0.594482958393153
"2760",9,0.36466317813572
"2761",23,0.839861392893819
"2762",17,0.547058481363057
"2763",16,0.705761640393814
"2764",21,1.14488183761196
"2765",8,0.453277252950335
"2766",17,0.851637598799212
"2767",18,0.58850422039808
"2768",32,0.677521087414303
"2769",36,1.12950649016928
"2770",11,0.661728976850924
"2771",21,0.650480755693508
"2772",49,1.4670686631315
"2773",16,0.925763689608774
"2774",8,0.324125274175684
"2775",18,0.492936986807312
"2776",22,0.599309681339066
"2777",40,1.27559706357197
"2778",24,0.747423705239055
"2779",15,0.508619813379599
"2781",39,1.25713321802642
"2782",43,0.921803588050492
"2783",32,0.878416101776897
"2785",6,0.425850904143031
"2786",32,1.32147144740859
"2787",22,0.504729442366643
"2788",15,0.878665789776032
"2789",39,0.991217233158472
"2790",10,0.387597783344994
"2791",12,0.499406965224316
"2793",11,0.312756500770705
"2794",11,0.59480536282383
"2795",72,1.73023045996101
"2796",25,1.1938256087799
"2797",7,0.389565212680796
"2798",13,0.418175842169283
"2799",17,0.399427595874722
"2800",50,1.30924942076407
"2801",17,1.02065402382735
"2802",19,0.490468033774592
"2803",21,1.42785359693663
"2804",13,0.305504133394345
"2805",23,0.729318643972255
"2806",8,0.525606437821655
"2807",10,0.453793034908866
"2808",9,0.41057846049192
"2809",5,0.309123227529775
"2811",15,0.682236713475312
"2813",16,0.675066695195132
"2814",25,1.39046748245099
"2815",16,0.546624080864414
"2816",13,0.323062208420661
"2817",13,0.551836071201343
"2818",15,0.431935460082989
"2819",9,0.606670076823516
"2820",39,0.837173273466246
"2821",20,0.604944538510183
"2822",25,0.825242918066705
"2823",50,1.28355062357589
"2824",42,1.3637575118325
"2825",11,0.568301118723387
"2828",9,0.340499844034127
"2829",10,0.58138296769437
"2830",28,0.712680657323192
"2833",10,0.423135175705215
"2834",15,0.315208260595251
"2835",12,0.685805809463816
"2836",8,0.508357111061999
"2837",29,0.788507150043333
"2838",13,0.594312044199532
"2839",28,1.17599259348106
"2840",16,0.910436215888724
"2841",22,0.857690999760468
"2842",22,0.964355632528818
"2843",19,0.572047163126166
"2844",63,1.18568586442261
"2845",15,0.821670626707595
"2846",31,1.46874513659281
"2847",18,0.692490487858452
"2848",21,0.384982007060373
"2849",17,0.379624413223807
"2850",17,0.544586935105114
"2851",48,1.69764295226686
"2852",6,0.513186473472978
"2854",15,0.968581393358045
"2856",80,1.74088169033314
"2857",11,0.502737390010099
"2858",24,0.595233539453909
"2859",8,0.484327586323773
"2860",65,1.49205240979057
"2861",9,0.552012817146755
"2862",136,2.4073201800722
"2863",27,1.31003306017904
"2865",11,0.316891196326164
"2866",12,0.650061436310073
"2867",25,0.714780171518309
"2868",34,0.463848106191394
"2869",92,0.609423388599005
"2870",36,0.412528624006167
"2871",26,0.833955021179692
"2872",55,0.790630087670604
"2873",17,0.465441548131756
"2874",11,0.668976549671023
"2875",15,1.14273596331986
"2876",69,1.58336562101266
"2877",38,1.5685804365896
"2879",11,0.43106690167338
"2880",13,0.371162254058852
"2881",25,0.567544255369144
"2882",15,0.435102391380364
"2883",47,0.998945880781521
"2884",13,0.901998412077907
"2885",19,0.533313175590705
"2886",25,1.17513789539054
"2887",12,0.626850917431382
"2888",23,0.696259884816558
"2889",68,1.93717141875334
"2890",19,1.04527406532304
"2892",25,0.431254560903658
"2893",20,0.632251774203225
"2894",19,0.493700606188678
"2895",14,0.698013159511723
"2896",13,0.661509300270153
"2897",7,0.500707364585189
"2899",7,0.317694053075521
"2900",25,0.376323882087057
"2901",12,0.543544057598763
"2902",19,0.906187739558355
"2903",9,0.491110850054056
"2904",17,0.404779172554065
"2905",12,0.627862593334641
"2906",67,1.62147234663802
"2907",20,0.342213391904195
"2908",30,1.23810541328672
"2909",21,0.789251379661096
"2910",16,0.883146051587179
"2911",40,0.957216649646062
"2912",25,0.928867066056102
"2913",14,0.420631975272652
"2914",14,0.339512810505781
"2915",9,0.462068376765872
"2916",23,0.859154830702959
"2917",37,0.963116247472346
"2918",13,0.588409742272774
"2919",16,0.641010879908895
"2920",28,0.820442785581779
"2921",13,0.46692745516318
"2922",23,0.732375532713347
"2923",17,0.691989437592861
"2925",20,1.02815486190655
"2926",26,0.759953245191757
"2927",21,0.719777325106326
"2928",20,0.683210201216381
"2929",10,0.464777606648555
"2930",27,0.996761307076232
"2931",44,1.07928717714395
"2932",8,0.650705676783116
"2933",12,0.630368789572151
"2934",8,0.413554459330803
"2935",60,1.51452831892245
"2936",35,0.83714620395634
"2937",35,0.809760359606608
"2938",11,0.540401513964549
"2939",8,0.599589797896937
"2940",34,0.868413194230448
"2942",31,0.935273738167133
"2943",14,0.563906026997231
"2944",20,0.67039240671105
"2946",6,0.374390128605587
"2947",9,0.350462310825294
"2948",18,0.466639381618643
"2950",35,0.516011184565453
"2951",9,0.484179231830625
"2952",9,0.322485220881184
"2953",16,0.909698912224307
"2954",28,0.771053271928146
"2955",11,0.640681954454544
"2957",24,0.910563845070163
"2958",18,0.453506205229441
"2959",28,0.92486890958231
"2960",42,0.960994649210382
"2961",23,0.867071697924296
"2963",9,0.532671593507463
"2964",8,0.357624231160789
"2965",6,0.344697147158008
"2967",10,0.411919774116753
"2968",7,0.308529401509384
"2969",41,1.35224345572123
"2970",10,0.465539459533647
"2971",10,0.360316791945325
"2972",12,0.803572981512578
"2973",15,0.415136198150674
"2974",4,0.379975690740258
"2975",31,0.942026005994541
"2976",15,0.787840424048782
"2977",9,0.307716652481294
"2978",12,0.501956927223779
"2979",6,0.353346545500859
"2980",15,0.608226090382205
"2981",26,0.371506108526784
"2982",15,0.320823134768085
"2983",48,1.50464127897773
"2984",21,0.940282524631667
"2985",15,0.709029977125624
"2986",24,0.476214252579102
"2987",8,0.431618408834543
"2988",26,0.44543637058373
"2989",8,0.372447725854947
"2990",6,0.446795472974994
"2992",4,0.35678013115756
"2993",21,0.434236807699966
"2994",12,0.48496150566231
"2995",32,1.23583689412622
"2996",13,0.395631319398829
"2997",18,0.672861277395035
"2999",15,0.592208795525578
"3000",29,0.743805050201606
"3001",11,0.427008813332324
"3002",11,0.603091590575157
"3003",49,1.16907799328534
"3004",11,0.494906182080481
"3005",58,1.26640521257003
"3006",6,0.383714915505408
"3007",54,0.584424121576266
"3008",9,0.567437033858878
"3009",14,0.717432917880739
"3010",4,0.32485643966265
"3011",24,0.88451644722562
"3012",27,0.754769573855125
"3013",16,0.947663009061022
"3014",12,0.33535908730263
"3015",8,0.597213924794204
"3016",62,1.34811330474953
"3019",24,0.302834297711574
"3020",14,0.612970584452038
"3021",75,1.47614745741031
"3022",32,0.853585892137029
"3023",40,1.05044668584356
"3024",18,0.488636063904786
"3025",10,0.490177406371301
"3026",22,1.3260036671837
"3028",10,0.510091238478215
"3029",55,0.807191687350142
"3030",21,0.874807344914089
"3031",54,0.530018954761486
"3032",57,1.51447200112019
"3033",9,0.318198533459678
"3034",13,0.374754508453301
"3035",46,1.25991436904689
"3036",27,1.07514628982412
"3037",9,0.383609670974
"3038",7,0.450264299818119
"3039",35,0.864852707148623
"3040",59,1.49051339780395
"3041",23,1.19682735774712
"3042",40,1.59432614220036
"3044",13,0.79010593970447
"3045",12,0.557921557323082
"3046",20,0.617340380885839
"3047",6,0.377098908449507
"3048",23,1.11167996660838
"3049",17,0.427137910127401
"3050",49,1.5453435074168
"3051",32,1.08683096617095
"3052",10,0.446834218643845
"3053",10,0.3505157327302
"3054",33,0.730063035556767
"3055",19,0.977181960186225
"3056",16,0.976910382154477
"3058",16,0.615752601513567
"3060",17,1.30389702126628
"3061",83,1.46904421684945
"3062",46,1.62448303613673
"3063",21,0.464203810712385
"3064",13,0.671984661086719
"3065",12,0.342714227220343
"3066",42,1.16416720375817
"3068",8,0.351418117023857
"3069",23,0.998698590412421
"3070",14,0.685561263660472
"3071",14,0.307435316193562
"3072",24,0.859225111459487
"3073",29,0.472120289570696
"3074",10,0.377898214564494
"3075",11,0.591954569857917
"3076",14,0.598034352286941
